peso,altura,sexo,edad,tabaco,ubes,carneRoja,verduras,deporte,drogas,dietaEsp,nivEstPad,nivEstudios,nivIngresos
89.88,1.54,M,65,0,0,1,0,3,0,N,0,2,3
98.61,1.75,V,54,0,0,0,0,3,0,N,2,4,4
87.57,1.67,V,47,0,5,2,3,0,0,S,1,2,4
76.26,1.69,V,18,0,0,1,0,0,0,N,2,3,3
93.32,1.61,M,68,0,4,5,0,6,0,N,1,4,4
111.67,1.69,V,48,0,0,5,3,5,0,N,0,1,1
99.49,1.78,V,30,0,0,1,13,11,0,N,0,2,2
104.75,1.74,V,61,20,0,1,0,0,0,N,2,1,3
52.02,1.7,M,26,80,15,2,0,2,0,N,3,3,2
123.44,1.8,V,51,0,7,2,7,0,0,N,1,0,0
87.61,1.61,M,64,0,0,1,10,5,0,N,3,4,4
64.63,1.83,V,32,60,7,0,0,5,0,N,2,3,4
89.87,1.58,M,50,0,0,0,0,0,0,N,1,2,2
103.92,1.78,V,59,10,0,0,4,5,0,N,2,4,4
111.39,1.81,V,48,0,0,0,12,16,0,N,2,4,4
85.21,1.65,M,38,0,0,8,5,0,0,N,1,2,4
93.15,1.67,M,55,0,5,1,0,0,0,N,2,3,2
120.97,1.75,V,57,0,7,2,6,0,3,N,0,1,0
96.97,1.73,V,39,0,0,6,0,0,0,N,2,2,1
73.87,1.61,M,48,70,0,0,11,2,3,N,0,1,0
87.26,1.57,M,47,0,0,0,10,2,0,N,2,1,1
81.58,1.71,V,41,0,3,2,0,0,2,N,3,3,3
84.02,1.72,V,26,30,6,5,6,2,2,N,0,1,0
51.32,1.67,M,18,50,0,8,21,0,0,S,2,3,3
92.09,1.84,V,50,0,0,3,6,0,0,N,1,4,4
87.09,1.73,M,38,0,12,0,3,2,0,N,1,3,4
58.67,1.7,M,48,100,0,2,9,0,0,N,0,1,2
52.84,1.69,V,30,70,8,6,3,2,0,N,1,2,1
78.88,1.59,M,23,0,0,0,10,2,0,N,1,0,1
63.49,1.6,M,24,0,0,0,13,13,0,N,4,4,4
98.81,1.76,V,34,0,0,0,1,0,0,N,0,1,1
75.39,1.74,V,18,0,12,2,1,10,0,N,1,2,4
48.41,1.64,M,47,130,0,6,0,0,2,N,2,4,4
75.58,1.64,M,56,40,10,7,2,4,0,N,2,3,3
50.2,1.67,M,33,110,0,2,0,0,0,N,2,2,1
86.2,1.73,V,21,0,0,1,0,0,0,N,0,1,2
108.78,1.71,V,56,0,0,4,7,4,0,N,1,2,3
101.71,1.78,V,39,0,11,4,0,0,0,N,1,1,1
76.62,1.72,M,33,0,5,0,17,1,0,N,2,4,4
98.84,1.7,M,45,0,3,0,12,4,0,N,1,2,2
96.49,1.77,M,47,20,8,0,2,1,0,N,1,2,1
59.41,1.59,M,38,50,1,0,15,0,0,N,0,3,1
82.94,1.66,V,26,0,0,0,25,8,0,N,1,2,1
65.79,1.71,V,51,50,21,2,0,0,0,N,2,3,3
76.37,1.62,M,39,0,0,0,2,0,0,N,2,3,3
47.24,1.62,V,30,160,5,4,0,4,0,N,1,4,3
110.48,1.8,V,55,0,11,10,0,0,0,N,1,2,2
104.13,1.79,V,48,0,20,5,2,2,0,N,0,1,1
64.47,1.59,M,46,80,7,2,12,7,0,N,0,1,0
74.27,1.71,M,18,0,0,1,0,0,NA,N,1,2,3
98.5,1.68,V,36,0,1,2,8,0,0,N,0,1,1
81.97,1.69,M,48,0,7,0,4,4,0,N,3,4,2
124.16,1.81,V,73,0,0,1,4,0,0,N,1,3,4
80.54,1.75,V,42,50,10,3,0,7,0,N,0,2,3
112.74,1.84,V,51,0,0,3,0,0,0,N,2,2,2
57.03,1.61,M,52,60,0,0,11,5,0,N,3,4,4
105.35,1.73,V,68,10,0,1,24,5,0,N,3,4,4
88.97,1.67,M,36,0,0,0,0,4,0,N,2,3,4
67.99,1.55,M,30,0,10,0,21,15,0,N,1,3,4
87.48,1.8,V,18,0,0,0,26,15,0,N,2,3,4
52.63,1.71,V,44,200,8,0,2,0,2,N,0,2,0
107.58,1.64,M,56,0,0,1,1,2,0,N,0,0,0
57.92,1.56,M,18,0,0,0,4,0,0,N,3,4,3
88.59,1.76,V,61,20,9,1,7,0,0,N,2,4,4
127.2,1.79,V,50,0,3,3,2,0,0,N,1,0,0
55.12,1.75,V,24,110,0,1,7,1,0,S,2,4,4
88.97,1.77,V,42,0,0,5,4,0,0,N,2,4,3
80.38,1.6,M,25,0,0,6,0,0,0,S,1,1,1
103.85,1.73,V,37,0,4,5,0,0,0,N,0,0,0
65.07,1.65,M,49,90,5,2,0,8,0,N,0,1,0
111.56,1.67,V,55,0,0,1,10,9,0,N,0,0,0
89.49,1.59,M,44,0,0,0,0,0,2,N,1,1,2
117.29,1.75,V,62,0,3,3,10,2,0,N,0,1,0
102.59,1.75,V,55,0,0,0,0,0,0,N,2,2,4
78.01,1.77,V,25,20,12,3,13,9,0,N,2,2,3
78.26,1.66,M,35,0,2,0,23,13,1,N,2,4,4
96.1,1.65,M,29,0,0,4,11,11,0,N,1,0,0
102.59,1.7,V,30,0,0,0,17,14,0,N,1,1,1
93.69,1.66,M,45,0,0,4,5,4,0,N,0,2,2
92.52,1.64,M,29,0,0,6,21,9,0,N,0,1,2
75.44,1.71,M,18,0,0,0,9,0,0,N,2,3,2
109.63,1.78,V,71,0,13,7,0,6,1,N,2,4,3
95.95,1.7,V,48,20,10,0,21,16,0,N,2,2,2
94.48,1.76,V,25,0,0,7,0,0,1,N,1,2,1
61.12,1.69,V,20,70,0,5,17,7,0,N,0,2,1
83.04,1.71,V,34,0,14,0,23,10,0,N,1,2,4
81.36,1.62,M,55,0,0,2,5,0,0,N,2,4,4
75.95,1.61,M,57,70,11,1,24,13,0,N,2,1,1
113.65,1.87,V,54,0,10,2,5,0,3,N,3,4,2
58.01,1.67,M,18,40,0,5,5,5,0,N,2,3,4
102.06,1.73,V,56,0,0,0,3,0,0,S,2,3,2
95.94,1.67,V,48,0,0,0,6,4,0,N,1,3,3
71.09,1.81,V,25,50,3,6,0,2,0,N,0,2,2
95.67,1.74,V,59,40,5,0,6,7,0,N,0,1,2
70.82,1.66,V,18,0,9,2,8,8,3,S,1,4,4
59.16,1.59,M,18,0,0,0,13,4,0,N,2,4,4
57.67,1.79,V,30,210,0,0,0,0,0,N,3,4,2
119.72,1.73,V,64,0,0,3,0,3,4,N,0,0,0
110.18,1.83,V,29,0,0,0,7,6,0,N,0,1,1
119.56,1.83,V,44,0,4,0,22,11,0,N,1,1,3
78.27,1.64,M,36,0,0,5,3,0,0,N,1,3,3
62.35,1.65,M,45,60,4,0,13,0,0,N,1,3,3
87.86,1.72,V,41,0,0,6,0,0,0,N,2,4,3
89.87,1.58,M,51,0,0,0,0,5,0,N,1,1,1
127.2,1.82,V,52,0,4,2,8,7,0,N,2,1,2
106.06,1.7,M,51,0,14,4,0,1,0,N,0,0,0
74.24,1.6,M,33,0,6,1,0,0,0,N,2,3,3
90.65,1.71,M,39,0,0,8,0,1,0,N,1,3,2
109.07,1.71,V,42,0,0,0,9,2,8,N,1,2,1
74.66,1.63,M,57,40,0,6,10,10,0,N,2,4,4
83.11,1.69,M,32,0,0,0,10,5,0,N,2,3,1
72.66,1.74,V,18,0,13,0,0,6,0,N,2,3,3
55.24,1.56,M,19,0,1,0,4,0,0,N,3,4,4
78.4,1.75,V,42,0,19,0,0,0,0,N,2,4,4
81.4,1.69,M,30,40,1,6,0,2,1,N,0,1,2
96.81,1.77,V,41,0,11,3,0,0,0,N,2,2,0
113.06,1.76,V,58,0,0,0,0,17,0,N,1,3,3
105.91,1.72,V,52,0,4,1,3,1,0,N,1,2,0
100.25,1.77,V,38,0,0,3,18,8,0,N,1,3,3
89.01,1.7,M,32,0,0,5,0,0,0,S,2,2,1
90.36,1.79,V,23,0,0,4,15,3,0,N,1,2,3
80.86,1.65,M,37,0,11,0,0,0,0,N,1,2,3
61.56,1.7,M,49,90,10,3,0,0,0,N,1,2,2
76.92,1.72,V,18,0,0,4,5,0,0,N,2,2,4
86.61,1.64,M,42,0,16,0,0,5,0,N,0,1,1
73.22,1.62,M,29,20,0,1,2,0,0,N,1,3,2
83.94,1.76,V,27,0,0,0,12,11,0,N,1,3,4
79.61,1.76,V,47,80,0,0,7,0,0,N,0,0,0
86.65,1.68,M,67,30,0,1,1,0,0,N,3,4,2
94.79,1.86,V,30,0,0,0,0,0,0,N,2,3,4
89.77,1.71,V,43,0,1,2,0,0,0,N,3,3,4
95.68,1.68,V,50,0,6,2,1,2,0,N,1,2,2
90.54,1.62,M,61,40,7,1,5,0,1,N,0,1,0
108.62,1.79,V,28,30,0,0,26,21,0,N,0,0,0
126.74,1.78,V,90,0,11,0,0,1,0,N,1,3,2
83.97,1.6,M,41,0,0,3,0,0,0,N,2,2,3
127.2,1.79,V,46,0,0,0,10,14,0,N,0,0,0
131.04,1.81,V,79,0,1,2,9,0,0,N,1,2,0
72.3,1.59,M,48,0,11,0,0,0,0,N,3,4,4
89.83,1.64,M,21,0,0,0,16,9,0,N,0,1,1
58.97,1.81,V,18,60,11,5,15,6,0,S,1,3,3
86.25,1.66,V,18,0,0,3,4,16,0,N,2,2,3
108.25,1.69,V,52,0,5,6,19,10,0,N,1,2,1
106.82,1.69,V,52,0,0,0,5,6,0,N,2,2,4
85.98,1.74,V,37,0,5,0,5,2,0,N,3,3,4
81.83,1.63,M,35,0,5,3,11,7,0,N,1,2,3
79.47,1.7,M,36,0,14,0,0,3,0,S,2,2,3
93.14,1.66,M,44,0,3,2,4,0,0,N,1,1,1
131.04,1.81,V,62,0,0,0,0,0,0,N,0,0,0
54.5,1.74,V,38,160,10,0,1,0,8,N,1,3,3
99.94,1.77,V,44,0,6,0,23,11,0,N,1,3,4
101.35,1.61,M,45,0,1,0,14,7,0,N,0,0,1
79.69,1.69,M,28,0,15,0,15,0,0,N,0,2,2
102.34,1.78,V,21,0,0,2,0,0,0,N,0,0,0
61.37,1.63,V,27,0,16,0,3,3,0,N,1,4,4
77.63,1.56,M,53,0,6,2,0,3,0,N,1,3,4
84.22,1.6,M,20,0,0,10,0,1,7,N,1,1,2
85.5,1.72,V,18,0,3,5,3,6,0,N,1,2,1
75.52,1.6,M,32,0,0,4,0,0,0,N,2,3,3
91.14,1.6,M,46,30,0,0,13,11,0,N,0,0,0
84.87,1.66,V,49,0,17,1,20,11,0,N,1,3,4
110.3,1.82,V,56,0,0,3,6,3,0,N,1,3,3
86.4,1.83,V,29,0,3,0,9,1,0,N,3,4,4
82.71,1.76,V,25,30,0,3,0,0,0,N,0,1,2
83.71,1.6,M,51,0,0,3,10,6,0,N,1,3,3
105.56,1.71,V,47,0,10,4,12,8,0,N,0,1,0
71.38,1.62,M,18,0,12,1,3,0,NA,N,1,1,1
96.23,1.8,V,45,30,0,3,0,0,0,N,2,3,2
60.26,1.69,M,48,110,16,1,17,13,5,N,1,1,3
86.09,1.72,V,22,0,0,0,0,0,0,N,1,2,2
95.65,1.61,M,43,0,0,4,0,0,0,N,1,1,2
117.71,1.76,V,53,10,0,0,8,7,0,N,1,1,0
94.21,1.7,M,51,0,0,0,0,0,0,N,1,3,4
92.01,1.72,V,31,0,0,1,0,0,1,N,1,1,2
88.1,1.74,V,26,0,0,1,13,5,0,N,2,2,2
94.76,1.74,V,66,40,11,8,0,0,0,N,1,2,2
110.59,1.77,V,30,0,10,0,14,10,5,N,1,2,1
88.72,1.7,M,63,60,5,5,0,6,0,N,1,2,2
51.41,1.69,V,32,90,0,0,4,1,0,N,1,2,4
80.2,1.77,V,24,0,0,3,0,0,0,N,2,3,4
93.57,1.61,M,65,0,2,0,0,3,1,N,2,3,4
100.3,1.71,V,56,0,0,1,6,0,0,N,1,2,2
90.6,1.68,M,47,0,3,4,0,0,0,N,2,3,4
54.5,1.74,V,40,100,0,0,12,7,0,N,2,4,4
73.41,1.7,M,24,0,0,0,2,0,6,N,2,4,4
109.75,1.81,V,59,0,5,1,0,0,0,N,3,3,2
115.6,1.77,V,63,0,0,2,0,2,0,N,1,2,3
110.2,1.85,V,31,0,0,0,6,8,0,N,1,1,1
119.13,1.75,V,57,0,9,3,11,11,0,N,0,1,0
100.43,1.63,M,58,0,0,3,0,0,3,N,2,2,0
86.79,1.73,M,42,80,0,1,0,10,0,N,1,0,0
86.08,1.63,M,31,40,0,3,0,15,0,N,0,0,1
118.81,1.78,V,66,0,0,4,6,9,1,N,2,4,4
82.27,1.67,M,38,0,0,1,0,0,2,N,2,4,4
102.23,1.66,M,59,0,0,3,0,3,0,N,1,3,4
82.36,1.63,M,32,0,0,0,4,0,0,N,0,2,1
93.54,1.59,M,48,0,0,0,7,6,2,N,2,2,1
89.59,1.7,M,44,0,20,1,1,0,0,N,0,0,2
85.87,1.79,V,25,0,9,4,0,0,0,N,1,2,2
83.4,1.69,M,48,0,0,0,8,0,0,N,2,4,4
75.08,1.68,V,43,50,0,2,0,2,0,N,1,2,2
72.48,1.76,V,52,80,0,0,1,4,0,N,1,3,4
114.54,1.75,V,64,0,0,0,0,2,0,N,2,3,3
97.04,1.72,V,47,0,0,6,0,4,0,N,2,3,3
81.58,1.71,M,39,0,6,3,9,0,0,N,2,3,3
86.09,1.72,M,39,0,0,0,0,0,0,N,1,3,3
108.17,1.83,V,33,0,2,5,18,9,0,N,1,1,2
69.66,1.64,M,40,0,10,0,2,0,0,N,3,4,3
103.92,1.78,V,62,0,6,1,3,2,0,N,2,3,4
114.06,1.78,V,60,0,1,5,2,0,3,N,3,3,4
103.51,1.75,V,52,0,0,4,0,0,0,N,0,2,3
85.46,1.82,V,19,0,0,1,12,14,1,N,2,4,4
50.2,1.67,M,38,120,7,0,3,0,5,N,1,4,4
67.12,1.69,M,18,0,19,2,0,7,1,N,1,3,3
86.3,1.65,M,52,20,2,0,4,0,0,N,2,3,3
91.71,1.72,V,39,0,6,5,16,2,0,N,2,2,3
90.93,1.66,M,33,0,0,1,0,2,1,N,1,2,4
95,1.62,M,56,0,1,4,3,8,0,N,2,3,1
71.74,1.63,M,27,0,3,0,0,0,0,N,2,3,4
102.59,1.7,V,53,0,0,0,19,14,0,N,2,4,4
49.6,1.66,M,60,160,0,0,10,15,0,N,1,3,4
109.17,1.83,V,33,0,0,4,19,8,0,N,1,2,3
71.69,1.68,M,32,0,0,0,0,0,2,N,3,4,4
98.17,1.73,V,29,0,8,4,3,12,0,N,0,1,3
110.05,1.72,V,35,0,0,6,9,4,0,N,0,0,0
85.14,1.75,V,18,0,0,0,3,8,0,N,1,2,3
97.82,1.66,V,42,0,0,3,0,6,1,N,1,3,3
78.68,1.76,V,33,40,0,0,0,0,0,N,0,1,1
98.19,1.76,V,48,0,9,0,0,0,0,N,2,3,3
112.78,1.79,V,36,0,0,3,3,6,0,N,1,1,1
80.92,1.7,V,22,0,13,5,0,4,0,N,1,2,1
98.25,1.71,V,36,10,4,3,0,5,0,N,1,0,1
108.4,1.77,V,56,0,6,2,0,7,0,N,3,4,1
81.29,1.66,M,47,0,1,1,1,0,0,N,3,4,3
73.94,1.77,V,61,110,0,0,0,3,NA,N,0,1,0
56.39,1.77,V,31,60,23,0,4,6,0,N,2,3,4
53.01,1.62,M,47,60,1,0,2,2,0,N,2,4,4
100.2,1.68,M,44,0,0,4,0,0,0,N,1,2,2
125.15,1.81,V,53,0,0,0,16,4,0,N,1,2,2
106.06,1.79,V,42,0,5,0,2,0,2,N,0,2,2
113.96,1.69,V,70,0,3,1,14,1,0,N,2,1,1
47.82,1.63,M,58,230,8,0,18,16,0,N,0,0,0
96.1,1.65,M,54,0,7,0,15,10,0,N,2,4,4
58.97,1.81,V,45,160,17,2,13,4,0,N,2,3,4
111.28,1.67,M,43,0,0,0,13,13,0,N,0,0,0
117.27,1.79,V,36,20,1,0,8,12,5,N,0,1,1
47.82,1.63,M,51,130,18,0,3,0,0,N,2,4,4
90.21,1.61,M,53,0,6,6,8,9,0,N,2,3,4
86.54,1.69,M,40,0,9,0,7,0,0,N,1,2,2
89.01,1.66,M,33,0,3,4,0,0,2,N,0,2,3
107.57,1.8,V,28,0,0,2,6,3,0,N,0,0,1
91.41,1.72,V,39,0,0,0,0,0,0,N,1,2,1
79.13,1.59,M,31,0,10,1,20,8,0,N,0,2,2
55.76,1.76,V,18,120,0,0,24,8,0,N,0,1,0
90.03,1.68,M,48,0,0,3,3,0,0,N,2,3,1
66.29,1.76,V,50,100,0,1,2,8,0,N,1,3,1
99.8,1.78,V,63,20,0,0,4,3,0,N,2,4,4
102.22,1.76,V,47,0,0,6,12,3,0,N,2,3,1
119.72,1.73,V,45,0,1,0,22,16,0,N,0,0,0
101.73,1.7,V,57,0,0,0,14,7,0,N,2,3,4
57.14,1.59,M,18,0,2,0,12,7,0,N,1,4,4
106.28,1.63,M,58,0,1,4,15,14,0,N,2,2,1
101.36,1.82,V,35,0,8,4,0,0,0,N,1,2,2
116.63,1.79,V,58,0,8,0,18,3,0,N,1,3,2
96.43,1.61,M,46,0,0,0,18,12,0,N,2,2,0
122.23,1.83,V,55,10,1,0,0,4,0,N,0,1,1
55.78,1.7,M,24,40,0,0,6,2,0,N,2,4,4
103.55,1.73,M,50,0,8,5,7,8,0,N,2,2,4
77.32,1.63,M,45,0,6,0,0,0,0,N,1,4,3
94.93,1.77,V,18,0,0,0,5,4,2,N,1,1,0
67.91,1.61,M,54,100,0,0,9,8,0,N,0,0,1
97.1,1.62,M,60,40,5,2,7,7,2,N,0,1,0
70.91,1.6,M,18,0,4,4,0,0,0,N,1,1,2
102.34,1.71,V,53,0,15,3,6,1,0,N,0,1,1
44.94,1.58,M,23,190,0,3,0,0,0,N,1,3,2
92.48,1.7,M,30,0,0,5,0,2,0,S,1,1,2
70.41,1.63,M,20,0,0,1,0,0,NA,N,1,3,3
60.71,1.65,V,40,60,0,3,0,0,0,N,1,3,3
99.28,1.61,M,49,0,0,6,0,1,4,N,0,1,1
45.51,1.59,M,41,210,0,4,0,0,0,N,0,1,2
66,1.74,M,18,40,0,3,26,18,0,N,1,4,4
81.41,1.73,V,36,40,8,6,6,7,0,N,3,1,2
64.54,1.61,M,52,60,11,3,11,0,0,N,1,1,2
107.51,1.7,V,61,0,0,0,0,0,0,N,1,2,3
54.5,1.74,V,37,130,13,0,6,2,NA,N,3,4,4
80.23,1.76,V,18,0,18,0,4,3,4,N,1,1,2
103.6,1.84,V,36,0,7,0,0,0,0,N,1,2,2
99.71,1.71,V,39,0,0,0,17,8,0,S,0,1,0
69.01,1.71,M,30,20,16,5,0,0,0,N,1,2,2
93.74,1.82,V,36,0,10,0,15,6,0,N,1,3,4
103.24,1.74,M,42,0,7,3,21,4,0,N,0,1,1
79.26,1.62,M,27,0,0,4,8,8,0,N,2,2,0
61.53,1.65,M,28,70,2,0,13,4,3,N,1,1,1
85.52,1.68,M,58,0,13,4,0,1,0,N,4,4,4
94.83,1.68,V,25,0,0,1,7,7,1,N,1,1,0
69.94,1.7,M,18,0,22,6,11,2,0,S,1,2,2
100.03,1.66,M,61,0,12,2,2,1,1,N,0,1,2
78.47,1.62,M,41,30,8,5,2,1,0,N,0,1,1
111.63,1.82,V,57,0,19,0,0,2,0,N,2,1,2
101.06,1.75,V,40,0,7,0,8,9,0,N,1,2,2
88.74,1.63,M,29,0,6,1,22,20,0,N,0,2,1
94.26,1.67,M,48,0,24,0,0,4,0,N,1,0,0
54.33,1.64,M,67,100,22,0,0,0,4,N,1,3,4
76.61,1.66,M,34,0,8,0,0,1,0,S,1,3,3
51.41,1.69,M,54,180,14,3,2,7,0,N,1,1,1
70.99,1.57,M,47,0,11,0,0,0,0,N,3,3,4
92.86,1.68,M,61,0,5,0,0,0,4,N,2,4,4
98.55,1.7,V,40,0,13,1,0,5,0,N,0,0,1
73.87,1.61,M,43,0,0,1,0,0,0,N,1,4,4
55.76,1.76,M,32,210,9,3,0,0,6,N,0,4,4
77.51,1.72,M,47,30,4,3,0,0,0,N,2,4,4
102.21,1.81,V,53,0,0,2,0,4,0,N,1,3,3
88.78,1.81,V,18,0,10,1,13,7,1,N,0,2,2
68.55,1.69,M,24,0,12,2,10,10,0,N,3,4,4
118.87,1.79,V,34,0,0,2,14,3,0,N,0,0,0
72.2,1.66,V,18,0,0,2,0,3,0,N,1,2,4
118.34,1.72,M,49,0,0,3,13,16,0,N,0,0,1
82.13,1.68,M,18,0,0,5,1,0,0,N,0,1,0
77.11,1.69,M,20,20,0,0,15,4,0,N,1,1,1
103.89,1.66,V,54,0,0,0,14,11,0,N,1,2,3
85.06,1.67,M,39,0,0,2,0,0,0,N,2,3,3
51.41,1.69,M,25,110,4,1,0,0,0,N,0,0,0
51.91,1.64,M,18,100,0,0,19,6,0,N,1,0,0
101.61,1.61,M,54,0,0,6,0,2,8,N,1,2,3
78.58,1.78,V,61,70,0,0,1,1,0,S,4,4,4
52.82,1.65,M,25,20,22,0,8,2,0,N,2,3,4
83.24,1.54,M,64,0,0,0,0,5,0,N,3,4,4
68.77,1.57,M,56,90,0,0,17,0,2,N,0,0,2
102.78,1.66,M,55,0,22,0,26,8,0,N,0,0,0
82.55,1.67,M,39,10,7,0,1,0,0,N,1,2,2
64.85,1.77,V,33,70,11,5,0,0,0,N,0,1,1
107.41,1.78,V,53,0,13,3,0,2,NA,N,0,1,1
104.45,1.73,V,63,0,1,0,7,7,0,N,3,4,3
105.26,1.87,V,53,0,19,1,1,1,0,N,1,2,2
91.66,1.63,M,61,0,0,4,0,0,0,N,2,3,4
123.88,1.78,V,62,0,0,0,2,0,0,N,0,1,2
101.77,1.72,M,41,0,8,4,18,0,0,N,1,1,1
57.87,1.66,M,19,0,4,0,6,0,0,N,3,4,4
83.38,1.64,M,40,0,0,0,0,0,0,N,1,2,2
76.21,1.61,M,45,0,0,0,6,3,0,N,4,4,4
102.25,1.84,V,49,0,17,0,29,16,0,N,2,4,1
112.42,1.7,M,66,0,0,4,9,12,0,N,1,3,2
109.35,1.76,V,52,0,13,2,12,4,0,N,1,0,2
116.42,1.73,M,57,0,7,0,17,14,0,N,0,2,1
100.29,1.72,V,56,0,8,0,0,0,0,N,0,2,3
88.47,1.63,M,35,0,0,2,17,5,0,S,1,1,2
85.97,1.71,V,47,50,0,0,0,0,0,N,1,1,0
97.37,1.68,M,46,0,9,0,1,0,0,N,0,1,0
74.87,1.65,M,34,0,0,0,0,0,0,N,1,4,3
112.9,1.68,V,64,0,0,0,0,0,6,N,0,2,1
62.55,1.73,V,18,40,11,1,0,5,0,N,1,3,2
91.19,1.88,V,32,40,0,2,8,5,0,S,1,2,2
83.11,1.69,M,44,0,0,0,1,1,0,N,1,3,2
72.76,1.56,M,18,0,9,0,6,0,NA,N,0,0,0
107.77,1.77,V,40,0,0,5,0,6,0,N,0,2,2
96.44,1.72,V,31,0,0,2,5,4,0,N,1,1,3
99.96,1.73,M,30,0,0,1,1,5,0,N,0,1,0
111.42,1.74,V,54,0,0,9,0,0,0,N,1,2,1
55.3,1.6,M,32,50,5,0,19,4,0,N,2,3,4
76.84,1.54,M,33,0,3,5,0,1,0,S,1,1,1
65.89,1.7,M,45,50,3,0,0,0,4,N,2,4,4
101.96,1.66,M,54,0,0,2,5,6,0,N,1,2,4
107.18,1.74,V,29,0,0,0,24,21,0,N,0,1,0
68.3,1.54,M,31,0,0,6,0,5,0,N,2,2,4
96.11,1.58,M,69,0,1,0,26,6,0,N,3,3,3
57.39,1.72,M,36,80,1,1,0,4,0,N,2,3,2
76.33,1.72,M,33,30,0,3,0,1,0,N,2,3,3
91.07,1.62,M,41,0,1,6,0,2,0,N,1,1,1
51.41,1.69,M,46,130,0,5,3,5,0,N,1,4,4
88.03,1.77,V,40,20,0,3,13,10,3,N,4,4,4
111.5,1.79,V,53,0,0,0,9,5,0,N,2,3,4
93.65,1.65,M,25,0,0,0,19,14,0,N,0,1,1
56.27,1.69,V,27,70,0,1,26,8,0,N,1,3,4
92.42,1.6,M,59,0,0,0,0,0,0,N,3,2,2
93.11,1.69,V,46,0,0,2,0,0,0,N,1,2,3
98.94,1.62,M,55,0,0,5,9,14,0,N,1,3,1
110.54,1.79,V,51,0,7,2,0,0,0,N,2,2,3
78.61,1.7,M,21,0,0,1,0,0,0,N,2,2,1
51.41,1.69,V,30,140,2,0,16,6,0,N,2,3,4
53.25,1.72,V,22,100,9,0,21,19,0,N,0,1,1
102.91,1.67,M,58,0,0,7,0,5,0,N,1,2,2
63.31,1.67,M,52,70,29,5,0,4,2,N,1,1,1
52.63,1.71,M,19,40,4,2,0,9,0,N,3,4,4
75.23,1.66,V,42,0,11,3,0,0,0,N,3,3,3
110.51,1.74,M,40,0,0,6,9,0,1,N,0,0,0
102.33,1.74,V,38,0,1,0,14,7,2,N,0,2,2
97.96,1.81,V,36,0,15,0,5,8,4,N,3,3,3
56.45,1.68,M,34,70,0,0,5,4,0,N,2,2,2
106.87,1.74,M,41,0,0,0,7,11,0,N,2,2,1
86.29,1.74,V,33,0,0,0,1,0,1,N,1,3,4
100.57,1.77,V,37,0,8,0,20,5,0,N,0,1,0
111.78,1.8,V,48,0,10,5,5,0,0,N,0,0,1
85.5,1.72,V,26,0,0,3,0,3,0,N,1,1,2
71.69,1.69,M,34,0,11,0,19,10,0,N,2,3,4
49.6,1.66,M,22,80,16,0,3,3,0,S,1,2,3
62,1.66,V,18,0,0,0,3,2,0,N,1,4,4
74.67,1.53,M,46,0,3,0,18,6,0,N,2,3,3
88.74,1.63,M,38,0,5,0,0,5,0,N,0,1,1
49.6,1.66,V,22,90,14,4,15,5,0,N,2,2,3
90.08,1.67,M,33,0,11,0,0,2,5,N,1,2,1
103.68,1.61,M,75,0,0,3,0,2,0,N,2,2,1
99,1.74,V,43,0,7,3,0,0,0,N,1,2,0
81.76,1.64,M,22,0,0,0,12,9,0,N,2,2,1
51.41,1.69,M,35,140,2,6,21,4,1,N,2,3,3
98.42,1.62,M,37,0,0,0,4,6,5,N,0,1,0
92.52,1.78,V,38,20,0,0,4,7,0,N,2,2,2
55.76,1.76,V,43,80,5,0,9,16,0,N,3,4,4
80.34,1.7,M,18,10,0,0,5,3,0,N,1,1,0
68.83,1.69,V,28,0,31,0,0,0,0,N,0,2,2
71.94,1.6,M,45,20,14,0,21,7,0,N,2,2,2
118.92,1.82,V,66,0,2,3,4,3,0,N,3,3,2
121.56,1.77,V,41,0,2,0,0,0,5,N,0,0,0
83.19,1.62,M,67,60,13,3,1,0,0,N,1,1,0
75.43,1.7,V,28,0,8,2,0,0,0,N,2,2,2
78.74,1.68,M,34,20,12,3,16,8,0,N,1,2,2
102.96,1.73,V,51,0,4,1,6,6,0,S,2,2,2
98.98,1.64,M,66,0,7,1,13,5,0,N,2,2,3
126.74,1.78,V,55,0,0,7,8,4,0,N,1,1,0
88.73,1.66,M,50,0,7,5,0,2,0,N,2,2,2
99.63,1.68,M,55,20,1,0,5,4,0,S,0,1,0
65.98,1.69,V,18,0,0,2,0,0,0,N,1,3,3
79.22,1.65,M,35,0,0,4,4,7,0,N,1,3,4
52.43,1.67,M,35,110,5,0,8,7,0,N,1,1,1
86.08,1.63,M,39,0,0,5,1,8,0,N,1,2,3
67.35,1.54,M,38,0,9,9,0,5,0,N,1,3,4
105.97,1.74,M,50,0,3,2,10,0,0,N,0,1,1
95.72,1.76,V,52,40,0,3,0,0,0,N,1,1,0
62.7,1.63,M,18,0,5,3,13,7,0,N,1,3,4
48.41,1.64,V,41,270,0,0,13,4,0,N,1,1,2
88.34,1.68,M,45,0,0,4,0,0,0,N,2,3,2
108.28,1.72,M,60,0,6,2,1,0,0,N,1,2,1
96.78,1.75,V,53,0,0,0,7,6,0,N,2,4,4
81.15,1.82,V,41,30,0,6,0,4,0,N,0,4,3
101.74,1.8,V,49,0,0,2,6,0,0,N,0,2,4
64.56,1.62,M,34,50,2,0,1,4,0,N,2,3,1
